,Age,Country,LanguageHaveWorkedWith,LearnCode
38709,35-44 years old,United States of America,Bash/Shell;C++;Go;HTML/CSS;Java;Kotlin;PHP;Python;SQL,"Books / Physical media;School (i.e., University, College, etc);On the job training"
38710,35-44 years old,Georgia,HTML/CSS;Java;JavaScript;PHP;Python,"Other online resources (e.g., videos, blogs, forum)"
38711,25-34 years old,India,HTML/CSS;JavaScript;TypeScript,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification"
38712,18-24 years old,Colombia,C#;HTML/CSS;JavaScript,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)"
38713,18-24 years old,Nigeria,Bash/Shell;HTML/CSS;JavaScript;Python,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);Online Courses or Certification"
38714,35-44 years old,Brazil,HTML/CSS;JavaScript;PHP;Python,"Books / Physical media;School (i.e., University, College, etc);Online Courses or Certification"
38715,18-24 years old,China,Bash/Shell;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);Online Courses or Certification;Coding Bootcamp;Hackathons (virtual or in-person)"
38716,18-24 years old,Hungary,C#;C++;Dart;HTML/CSS;Java;JavaScript;MATLAB,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);Online Courses or Certification"
38717,35-44 years old,United States of America,Dart;Python;Scala,"Books / Physical media;School (i.e., University, College, etc)"
38718,45-54 years old,United States of America,C#;Python;SQL,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification;Colleague"
38719,25-34 years old,Costa Rica,HTML/CSS;JavaScript;SQL;TypeScript,"School (i.e., University, College, etc)"
38720,25-34 years old,United States of America,HTML/CSS;JavaScript;Python;SQL,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Coding Bootcamp"
38721,25-34 years old,Germany,HTML/CSS;Java;JavaScript;Python;TypeScript,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification;Coding Bootcamp"
38722,35-44 years old,United Kingdom of Great Britain and Northern Ireland,C#;HTML/CSS;PowerShell;SQL;TypeScript,"Books / Physical media;School (i.e., University, College, etc);Colleague"
38723,25-34 years old,United States of America,Kotlin,"Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);Online Courses or Certification"
38724,25-34 years old,United States of America,Bash/Shell;Go;Groovy;JavaScript;TypeScript,"Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training"
38725,25-34 years old,Germany,Bash/Shell;C#;Dart;Go;HTML/CSS;JavaScript;PHP;PowerShell;Python;TypeScript,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training"
38726,Under 18 years old,United Kingdom of Great Britain and Northern Ireland,Python,"Friend or family member;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)"
38727,Prefer not to say,Netherlands,Delphi;HTML/CSS;PHP;SQL;VBA,Online Courses or Certification
38728,25-34 years old,Dominican Republic,HTML/CSS;JavaScript;Kotlin;TypeScript,"Other online resources (e.g., videos, blogs, forum);On the job training;Online Courses or Certification"
38729,45-54 years old,United States of America,Go;HTML/CSS;JavaScript;Python,"Friend or family member;School (i.e., University, College, etc);On the job training"
38730,25-34 years old,United States of America,Bash/Shell;C++;MATLAB;PowerShell;Python,"School (i.e., University, College, etc);On the job training"
38731,25-34 years old,Italy,C;C++;HTML/CSS;Java;JavaScript;MATLAB;PHP;Python;SQL,"Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);Online Courses or Certification"
38732,35-44 years old,India,,On the job training
38733,18-24 years old,India,PowerShell;Python;SQL,"Books / Physical media;Friend or family member;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification;Coding Bootcamp;Colleague;Hackathons (virtual or in-person)"
38734,25-34 years old,United States of America,Bash/Shell;HTML/CSS;JavaScript;Python;Rust;TypeScript,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)"
38735,18-24 years old,Poland,C;C++;Dart;Java;Kotlin,"Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);Online Courses or Certification"
38736,35-44 years old,Brazil,C#;HTML/CSS;JavaScript;TypeScript,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification"
38737,18-24 years old,United Kingdom of Great Britain and Northern Ireland,Bash/Shell;C++;HTML/CSS;Java;JavaScript;Python;Ruby;SQL,"Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training"
38738,35-44 years old,Lithuania,HTML/CSS;Java;PHP;SQL,"School (i.e., University, College, etc);On the job training;Online Courses or Certification"
38739,18-24 years old,Netherlands,C;C++;F#;Java;JavaScript;Kotlin;SQL;TypeScript,"Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);Online Courses or Certification"
38740,Under 18 years old,Italy,C;C++;HTML/CSS;JavaScript;PHP;Python;SQL,"Books / Physical media;Other online resources (e.g., videos, blogs, forum)"
38741,35-44 years old,United States of America,Haskell;Python;SQL;TypeScript,Books / Physical media;Online Courses or Certification;Coding Bootcamp
38742,,India,Dart;Java;Kotlin;SQL,"Other online resources (e.g., videos, blogs, forum)"
38743,25-34 years old,United States of America,Bash/Shell;JavaScript,"School (i.e., University, College, etc)"
38744,18-24 years old,United States of America,C++;HTML/CSS;Java;JavaScript;Python;SQL,"Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training"
38745,18-24 years old,Zimbabwe,C;HTML/CSS;JavaScript,"Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);Online Courses or Certification"
38746,65 years or older,Hungary,Delphi;VBA,"Books / Physical media;Other online resources (e.g., videos, blogs, forum)"
38747,25-34 years old,Poland,C;C++;Java;JavaScript;Python;Ruby,"Other online resources (e.g., videos, blogs, forum)"
38748,18-24 years old,United States of America,Bash/Shell;C;HTML/CSS;Python,"Other online resources (e.g., videos, blogs, forum)"
38749,25-34 years old,United States of America,Clojure;HTML/CSS;JavaScript;SQL,"School (i.e., University, College, etc)"
38750,18-24 years old,United States of America,Bash/Shell;C++;Java;JavaScript;Python;TypeScript,"School (i.e., University, College, etc);On the job training"
38751,35-44 years old,Spain,HTML/CSS;JavaScript;MATLAB;PHP;Python;SQL;TypeScript,"Books / Physical media;Friend or family member;Other online resources (e.g., videos, blogs, forum);On the job training;Colleague"
38752,Under 18 years old,United Kingdom of Great Britain and Northern Ireland,Bash/Shell;HTML/CSS;JavaScript;Python,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);Online Courses or Certification;Coding Bootcamp"
38753,18-24 years old,United Kingdom of Great Britain and Northern Ireland,Bash/Shell;Go;HTML/CSS;JavaScript;Python;TypeScript,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);Online Courses or Certification"
38754,35-44 years old,Czech Republic,C#;HTML/CSS;JavaScript;PHP;SQL,"Other online resources (e.g., videos, blogs, forum);Online Courses or Certification"
38755,25-34 years old,Madagascar,JavaScript;PHP;TypeScript,"Books / Physical media;School (i.e., University, College, etc);Coding Bootcamp"
38756,,,,
38757,25-34 years old,United States of America,C#;C++;Delphi;HTML/CSS;JavaScript;PHP;Rust;SQL;TypeScript,"Books / Physical media;Friend or family member;Other online resources (e.g., videos, blogs, forum);On the job training;Online Courses or Certification;Colleague"
38758,25-34 years old,Germany,Dart;Java,"Other online resources (e.g., videos, blogs, forum)"
38759,45-54 years old,United States of America,C;C#;HTML/CSS;Python;SQL,Books / Physical media;Other (please specify):
38760,Under 18 years old,India,,"Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)"
38761,18-24 years old,United States of America,C#;HTML/CSS;JavaScript;PHP;SQL,"School (i.e., University, College, etc);On the job training"
38762,25-34 years old,India,Java;SQL,Books / Physical media;Friend or family member;On the job training;Online Courses or Certification;Hackathons (virtual or in-person)
38763,25-34 years old,Germany,Bash/Shell;Dart;Haskell;HTML/CSS;JavaScript;PHP;Ruby;Rust;SQL;TypeScript,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);On the job training;Online Courses or Certification;Coding Bootcamp;Colleague"
38764,25-34 years old,Belarus,,Books / Physical media;Friend or family member
38765,Under 18 years old,United States of America,HTML/CSS;Java;JavaScript;Python,"Books / Physical media;Friend or family member;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);Online Courses or Certification;Coding Bootcamp"
38766,55-64 years old,Italy,C;HTML/CSS;Java;JavaScript;Perl;Python;VBA,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training"
38767,25-34 years old,Canada,Clojure;Java;JavaScript;Kotlin;Objective-C;Python;Swift;TypeScript,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification;Hackathons (virtual or in-person)"
38768,55-64 years old,United States of America,Bash/Shell;HTML/CSS;Java;JavaScript;Python;SQL,"School (i.e., University, College, etc);On the job training"
38769,65 years or older,United States of America,C#;JavaScript;SQL,"School (i.e., University, College, etc)"
38770,18-24 years old,Kenya,Java;Python,"Friend or family member;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);Online Courses or Certification;Colleague"
38771,35-44 years old,United States of America,Bash/Shell;C#;Go;JavaScript;Lua;PowerShell;Python;Ruby;SQL;TypeScript,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification"
38772,25-34 years old,United States of America,HTML/CSS;Java;JavaScript;Kotlin;Python;Ruby;Swift,"Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);Hackathons (virtual or in-person)"
38773,25-34 years old,Lithuania,Ruby;Swift,"Books / Physical media;School (i.e., University, College, etc)"
38774,35-44 years old,United States of America,C#,"Books / Physical media;School (i.e., University, College, etc);On the job training;Coding Bootcamp;Colleague"
38775,45-54 years old,United States of America,Java;JavaScript;Perl;R;SQL;VBA,"Other online resources (e.g., videos, blogs, forum);Online Courses or Certification"
38776,25-34 years old,United States of America,Bash/Shell;Go;JavaScript;PHP;SQL,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);On the job training"
38777,25-34 years old,United States of America,C#;Groovy;Java;JavaScript;Lua;Python;SQL,"Books / Physical media;Friend or family member;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Colleague"
38778,35-44 years old,Belgium,Bash/Shell;HTML/CSS;Java;JavaScript;SQL;TypeScript,"School (i.e., University, College, etc)"
38779,18-24 years old,Germany,Bash/Shell;C++;Go;Haskell;HTML/CSS;JavaScript;Lua;Perl;PHP;Python;Ruby;Rust;SQL,"Friend or family member;Other online resources (e.g., videos, blogs, forum);On the job training"
38780,25-34 years old,Germany,Bash/Shell;C#;Delphi,"Books / Physical media;School (i.e., University, College, etc);On the job training;Hackathons (virtual or in-person)"
38781,35-44 years old,United States of America,C;C#;Fortran;HTML/CSS;JavaScript;MATLAB;PowerShell;Python;R;SQL;VBA,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);On the job training;Online Courses or Certification;Colleague"
